CURSO RESPONSAVEL;CÓDIGO DE TURMA;TURMA;TEORIA;PRÁTICA;T-P-I;VAGAS;centro responsável;DOCENTE TEORIA;DOCENTE PRÁTICA
ENGENHARIA AEROESPACIAL;DAESZS035-17SB;Dinâmica de Fluidos Computacional A-diurno (São Bernardo do Campo) - turma ministrada em inglês;quarta das 08:00 às 10:00,  semanal ,  sexta das 10:00 às 12:00,  quinzenal I;sexta das 10:00 às 12:00,  quinzenal II;03/01/2004;30;CECS;SUNGKI JUNG;SUNGKI JUNG
ENGENHARIA AEROESPACIAL;DAESTS019-17SB;Dinâmica de Gases A-diurno (São Bernardo do Campo);segunda das 10:00 às 12:00,  semanal ,  quarta das 08:00 às 10:00,  semanal ,  sexta das 10:00 às 12:00,  semanal ;;04/02/2004;58;CECS;CARLOS ALBERTO ROCHA PIMENTEL;CARLOS ALBERTO ROCHA PIMENTEL
ENGENHARIA AEROESPACIAL;NAESTS019-17SB;Dinâmica de Gases A-noturno (São Bernardo do Campo);segunda das 21:00 às 23:00,  semanal ,  terca das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  semanal ;;04/02/2004;60;CECS;ANNIBAL HETEM JUNIOR;ANNIBAL HETEM JUNIOR
ENGENHARIA AEROESPACIAL;DAESTS005-17SB;Dinâmica e Controle de Veículos Espaciais A-diurno (São Bernardo do Campo);segunda das 10:00 às 12:00,  semanal ,  quinta das 08:00 às 10:00,  semanal ;;4-0-4;60;CECS;LUIZ DE SIQUEIRA MARTINS FILHO;
ENGENHARIA AEROESPACIAL;NAESTS005-17SB;Dinâmica e Controle de Veículos Espaciais A-noturno (São Bernardo do Campo);segunda das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  semanal ;;4-0-4;67;CECS;LUIZ DE SIQUEIRA MARTINS FILHO;
ENGENHARIA AEROESPACIAL;NAESTS001-17SB;Dinâmica I A-noturno (São Bernardo do Campo) - turma ministrada em Inglês;quarta das 19:00 às 21:00,  semanal ,  sexta das 21:00 às 23:00,  semanal ;;4-0-5;63;CECS;CARLOS RENATO HUAURA SOLORZANO;
ENGENHARIA AEROESPACIAL;DAESTS007-17SB;Estabilidade e Controle de Aeronaves A-diurno (São Bernardo do Campo);terca das 10:00 às 12:00,  semanal ,  sexta das 08:00 às 10:00,  semanal ;;4-0-4;60;CECS;LEONARDO DE OLIVÉ FERREIRA;
ENGENHARIA AEROESPACIAL;NAESTS007-17SB;Estabilidade e Controle de Aeronaves A-noturno (São Bernardo do Campo);terca das 21:00 às 23:00,  semanal ,  sexta das 19:00 às 21:00,  semanal ;;4-0-4;60;CECS;LUIZ CARLOS GADELHA DE SOUZA;
ENGENHARIA AEROESPACIAL;NAESZS003-17SB;Instrumentação e Sensores em Veículos Aeroespaciais A-noturno (São Bernardo do Campo);quarta das 19:00 às 21:00,  semanal ,  sexta das 21:00 às 23:00,  semanal ;;03/01/2004;60;CECS;LEANDRO BARONI;LEANDRO BARONI
ENGENHARIA AEROESPACIAL;DAESZS032-17SB;Interação Fluido-Estrutura A-diurno (São Bernardo do Campo);quarta das 10:00 às 12:00,  semanal ,  sexta das 08:00 às 10:00,  semanal ;;4-0-4;40;CECS;CESAR MONZU FREIRE;
ENGENHARIA AEROESPACIAL;DAESTS003-17SB;Introdução à Astronáutica A-diurno (São Bernardo do Campo);segunda das 08:00 às 10:00,  semanal ;;2-0-3;60;CECS;CLAUDIA CELESTE CELESTINO DE PAULA SANTOS;
ENGENHARIA AEROESPACIAL;NAESTS003-17SB;Introdução à Astronáutica A-noturno (São Bernardo do Campo);segunda das 19:00 às 21:00,  semanal ;;2-0-3;60;CECS;CLAUDIA CELESTE CELESTINO DE PAULA SANTOS;
ENGENHARIA AEROESPACIAL;NAESZS014-17SB;Introdução às Vibrações Não Lineares A-noturno (São Bernardo do Campo);terca das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  semanal ;;4-0-4;40;CECS;ANDRÉ FENILI;
ENGENHARIA AEROESPACIAL;NAESTS006-17SB;Laboratório de Guiagem, Navegação e Controle A-noturno (São Bernardo do Campo);;terca das 17:00 às 19:00,  semanal ,  sexta das 17:00 às 19:00,  semanal;04/04/2002;30;CECS;;ANTÔNIO GIL VICENTE DE BRUM
ENGENHARIA AEROESPACIAL;DAESZS018-17SB;Mecânica dos Sólidos II A-diurno (São Bernardo do Campo);quarta das 08:00 às 10:00,  semanal ,  sexta das 10:00 às 12:00,  semanal ;;4-0-5;58;CECS;CÍCERO RIBEIRO DE LIMA;
ENGENHARIA AEROESPACIAL;NAESZS018-17SB;Mecânica dos Sólidos II A-noturno (São Bernardo do Campo);quarta das 19:00 às 21:00,  semanal ,  sexta das 21:00 às 23:00,  semanal ;;4-0-5;60;CECS;JOÃO BATISTA DE AGUIAR;
ENGENHARIA AEROESPACIAL;DAESTS011-17SB;Métodos Computacionais para Análise Estrutural A-diurno (São Bernardo do Campo);segunda das 08:00 às 10:00,  semanal ,  quarta das 10:00 às 12:00,  quinzenal II;quarta das 10:00 às 12:00,  quinzenal I;03/01/2004;30;CECS;MARCELO ARAUJO DA SILVA;MARCELO ARAUJO DA SILVA
ENGENHARIA AEROESPACIAL;NAESTS011-17SB;Métodos Computacionais para Análise Estrutural A-noturno (São Bernardo do Campo);segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  quinzenal II;quarta das 21:00 às 23:00,  quinzenal I;03/01/2004;42;CECS;NIVALDO CAMPOS;NIVALDO CAMPOS
ENGENHARIA AEROESPACIAL;NA1ESTS011-17SB;Métodos Computacionais para Análise Estrutural A1-noturno (São Bernardo do Campo);segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  quinzenal II;quarta das 21:00 às 23:00,  quinzenal I;03/01/2004;42;CECS;NIVALDO CAMPOS;MARCELO ARAUJO DA SILVA
ENGENHARIA AEROESPACIAL;NAESZS031-17SB;Placas e Cascas A-noturno (São Bernardo do Campo);terca das 19:00 às 21:00,  semanal ,  quinta das 21:00 às 23:00,  semanal ;;4-0-4;40;CECS;NIVALDO CAMPOS;
ENGENHARIA AEROESPACIAL;DAESZS028-17SB;Projeto de Aeronaves I A-diurno (São Bernardo do Campo);quarta das 08:00 às 10:00,  semanal ,  sexta das 10:00 às 12:00,  semanal ;;4-0-6;60;CECS;REINALDO MARCONDES ORSELLI;
ENGENHARIA AEROESPACIAL;NAESTA008-17SB;Sistemas de Controle II A-noturno (São Bernardo do Campo);terca das 18:00 às 21:00,  semanal ,  sexta das 21:00 às 23:00,  quinzenal I;sexta das 21:00 às 23:00,  quinzenal II;03/02/2004;30;CECS;LUIZ CARLOS GADELHA DE SOUZA;LUIZ CARLOS GADELHA DE SOUZA
